claim_id,case_created_date,claim_submission_channel,claim_language,policy_id_provided,customer_id_provided,claimed_device_identifier,reported_incident_date,claim_category_selected,requested_service_type,evidence_bundle_id,customer_statement,intake_record_status,record_snapshot_date
CLM-000110,2026-06-22,CONTACT_CENTER,EN,,CUS-0037,,2026-06-22,MECHANICAL_BREAKDOWN,REPAIR,EBND-000110,The phone's power button and charging function stopped working during normal use. I would like a repair assessment. I cannot find my plan or device reference at the moment.,SUBMITTED,2026-06-23
CLM-000111,2026-01-09,MOBILE_APP,EN,,CUS-0085,,2026-01-06,ACCIDENTAL_DAMAGE,REPLACEMENT,EBND-000111,The device was accidentally dropped and now the casing is bent and the camera area is damaged. Please help with a repair request. I cannot find my plan or device reference at the moment.,SUBMITTED,2026-06-23
CLM-000112,2025-12-03,MOBILE_APP,EN,,CUS-0087,,2025-11-27,SCREEN_DAMAGE,UNSPECIFIED,EBND-000112,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front. I cannot find my plan or device reference at the moment.",SUBMITTED,2026-06-23
CLM-000113,2026-06-05,MOBILE_APP,EN,,CUS-0027,,2026-06-04,ACCIDENTAL_DAMAGE,REPAIR,EBND-000113,I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. I cannot find my plan or device reference at the moment.,SUBMITTED,2026-06-23
CLM-000114,2025-09-16,MOBILE_APP,EN,,CUS-0067,,2025-09-15,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000114,The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue. I cannot find my plan or device reference at the moment.,SUBMITTED,2026-06-23
CLM-000117,2026-04-15,CONTACT_CENTER,EN,POL-00052,CUS-0050,DVC-00000052,2026-04-07,LIQUID_DAMAGE,REPAIR,EBND-000117,My phone was exposed to water and it has not been charging properly since then. I am requesting a damage assessment. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000118,2026-03-01,CONTACT_CENTER,EN,POL-00073,CUS-0075,DVC-00000073,2026-02-22,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000118,My phone has started shutting down unexpectedly and will not hold a charge. There was no drop or liquid exposure. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000119,2025-07-28,MOBILE_APP,EN,POL-00029,CUS-0055,DVC-00000029,2025-07-26,LIQUID_DAMAGE,UNSPECIFIED,EBND-000119,My phone was exposed to water and it has not been charging properly since then. I am requesting a damage assessment. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000120,2026-06-22,MOBILE_APP,EN,POL-00106,CUS-0038,DVC-00000106,2026-06-19,SCREEN_DAMAGE,UNSPECIFIED,EBND-000120,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. I have not uploaded any documents or photos yet.",SUBMITTED,2026-06-23
CLM-000121,2025-12-26,MOBILE_APP,EN,POL-00047,CUS-0029,DVC-00000047,2025-12-25,SCREEN_DAMAGE,UNSPECIFIED,EBND-000121,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front. I have not uploaded any documents or photos yet.",SUBMITTED,2026-06-23
CLM-000122,2026-02-09,WEB_PORTAL,EN,POL-00055,CUS-0045,DVC-00000055,2026-02-06,MECHANICAL_BREAKDOWN,REPAIR,EBND-000122,The phone's power button and charging function stopped working during normal use. I would like a repair assessment. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000123,2026-04-02,WEB_PORTAL,EN,POL-00090,CUS-0078,DVC-00000090,2026-03-28,SCREEN_DAMAGE,UNSPECIFIED,EBND-000123,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. I have not uploaded any documents or photos yet.",SUBMITTED,2026-06-23
CLM-000124,2026-06-06,MOBILE_APP,EN,POL-00017,CUS-0086,DVC-00000017,2026-06-02,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000124,My phone has started shutting down unexpectedly and will not hold a charge. There was no drop or liquid exposure. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000125,2026-06-18,CONTACT_CENTER,EN,POL-00071,CUS-0072,DVC-00000071,2026-06-10,ACCIDENTAL_DAMAGE,REPLACEMENT,EBND-000125,My phone fell onto a hard surface and the rear glass and frame were damaged. I need it assessed for repair. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000126,2026-04-12,CONTACT_CENTER,EN,POL-00093,CUS-0039,DVC-00000093,2026-04-09,LIQUID_DAMAGE,UNSPECIFIED,EBND-000126,My phone was exposed to water and it has not been charging properly since then. I am requesting a damage assessment. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000127,2026-01-12,WEB_PORTAL,EN,POL-00099,CUS-0034,DVC-00000099,2026-01-05,ACCIDENTAL_DAMAGE,UNSPECIFIED,EBND-000127,I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. I have not uploaded any documents or photos yet.,SUBMITTED,2026-06-23
CLM-000131,2025-11-29,WEB_PORTAL,EN,POL-00099,CUS-0034,DVC-00000086,2025-11-23,THEFT,UNSPECIFIED,EBND-000131,My phone was stolen while I was travelling. Please advise how to submit a claim for the covered device. The device reference I entered is DVC-00000086.,SUBMITTED,2026-06-23
CLM-000132,2025-10-27,MOBILE_APP,EN,POL-00031,CUS-0020,DVC-00000117,2025-10-22,MECHANICAL_BREAKDOWN,REPAIR,EBND-000132,The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue. The device reference I entered is DVC-00000117.,SUBMITTED,2026-06-23
CLM-000133,2026-06-02,MOBILE_APP,EN,POL-00070,CUS-0080,DVC-00000038,2026-05-30,ACCIDENTAL_DAMAGE,REPAIR,EBND-000133,I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. The device reference I entered is DVC-00000038.,SUBMITTED,2026-06-23
CLM-000134,2026-06-07,MOBILE_APP,EN,POL-00019,CUS-0018,DVC-00000070,2026-06-04,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000134,The phone's power button and charging function stopped working during normal use. I would like a repair assessment. The device reference I entered is DVC-00000070.,SUBMITTED,2026-06-23
CLM-000135,2026-06-15,WEB_PORTAL,EN,POL-00098,CUS-0065,DVC-00000051,2026-06-11,SCREEN_DAMAGE,REPAIR,EBND-000135,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. The device reference I entered is DVC-00000051.",SUBMITTED,2026-06-23
CLM-000136,2026-06-19,CONTACT_CENTER,EN,POL-00114,CUS-0009,DVC-00000022,2026-06-18,LIQUID_DAMAGE,UNSPECIFIED,EBND-000136,I spilled a drink near the device and it stopped working normally afterward. The screen flickers and the speaker sounds distorted. The device reference I entered is DVC-00000022.,SUBMITTED,2026-06-23
CLM-000137,2026-04-18,WEB_PORTAL,EN,POL-00065,CUS-0022,DVC-00000041,2026-04-15,LIQUID_DAMAGE,REPAIR,EBND-000137,The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim. The device reference I entered is DVC-00000041.,SUBMITTED,2026-06-23
CLM-000138,2026-06-17,MOBILE_APP,EN,POL-00065,CUS-0022,DVC-00000097,2026-06-15,LIQUID_DAMAGE,REPLACEMENT,EBND-000138,The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim. The device reference I entered is DVC-00000097.,SUBMITTED,2026-06-23
CLM-000139,2026-06-22,WEB_PORTAL,EN,POL-00071,CUS-0072,DVC-00000057,2026-06-22,SCREEN_DAMAGE,UNSPECIFIED,EBND-000139,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. The device reference I entered is DVC-00000057.",SUBMITTED,2026-06-23
CLM-000140,2026-06-05,MOBILE_APP,EN,POL-00044,CUS-0074,DVC-00000067,2026-05-31,MECHANICAL_BREAKDOWN,REPAIR,EBND-000140,The phone's power button and charging function stopped working during normal use. I would like a repair assessment. The device reference I entered is DVC-00000067.,SUBMITTED,2026-06-23
CLM-000144,2026-06-22,CONTACT_CENTER,EN,POL-00044,CUS-0074,DVC-00000044,2026-06-19,THEFT,UNSPECIFIED,EBND-000144,"The device was taken from my car. I have reported the incident and need help starting a theft claim. The incident happened on June 16, 2026.",SUBMITTED,2026-06-23
CLM-000145,2026-02-09,MOBILE_APP,EN,POL-00115,CUS-0068,DVC-00000115,2026-01-28,SCREEN_DAMAGE,UNSPECIFIED,EBND-000145,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front. The incident happened on February 2, 2026.",SUBMITTED,2026-06-23
CLM-000146,2026-06-01,CONTACT_CENTER,EN,POL-00016,CUS-0087,DVC-00000016,2026-05-24,ACCIDENTAL_DAMAGE,REPAIR,EBND-000146,"My phone fell onto a hard surface and the rear glass and frame were damaged. I need it assessed for repair. The incident happened on May 29, 2026.",SUBMITTED,2026-06-23
CLM-000147,2026-03-08,MOBILE_APP,EN,POL-00099,CUS-0034,DVC-00000099,2026-02-25,THEFT,REPLACEMENT,EBND-000147,"The device was taken from my car. I have reported the incident and need help starting a theft claim. The incident happened on March 4, 2026.",SUBMITTED,2026-06-23
CLM-000148,2025-08-29,WEB_PORTAL,EN,POL-00105,CUS-0056,DVC-00000105,2025-08-20,ACCIDENTAL_DAMAGE,REPAIR,EBND-000148,"I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. The incident happened on August 22, 2025.",SUBMITTED,2026-06-23
CLM-000149,2026-02-08,MOBILE_APP,EN,POL-00062,CUS-0097,DVC-00000062,2026-02-05,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000149,"The phone's power button and charging function stopped working during normal use. I would like a repair assessment. The incident happened on February 8, 2026.",SUBMITTED,2026-06-23
CLM-000150,2026-06-03,MOBILE_APP,EN,POL-00061,CUS-0100,DVC-00000061,2026-05-28,LIQUID_DAMAGE,UNSPECIFIED,EBND-000150,"The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim. The incident happened on June 2, 2026.",SUBMITTED,2026-06-23
CLM-000151,2026-06-21,CONTACT_CENTER,EN,POL-00070,CUS-0080,DVC-00000070,2026-06-09,SCREEN_DAMAGE,UNSPECIFIED,EBND-000151,"I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired. The incident happened on June 14, 2026.",SUBMITTED,2026-06-23
CLM-000154,2026-04-20,CONTACT_CENTER,EN,POL-00037,CUS-0036,DVC-00000037,2026-04-19,THEFT,UNSPECIFIED,EBND-000154,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading. I selected theft in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000155,2026-04-08,CONTACT_CENTER,EN,POL-00052,CUS-0050,DVC-00000052,2026-04-04,SCREEN_DAMAGE,REPAIR,EBND-000155,"My phone fell onto a hard surface and the rear glass and frame were damaged. I need it assessed for repair. I selected screen damage in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000156,2026-01-16,CONTACT_CENTER,EN,POL-00033,CUS-0041,DVC-00000033,2026-01-12,THEFT,REPAIR,EBND-000156,"I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired. I selected theft in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000157,2026-01-01,MOBILE_APP,EN,POL-00063,CUS-0064,DVC-00000063,2025-12-25,THEFT,REPAIR,EBND-000157,"I spilled a drink near the device and it stopped working normally afterward. The screen flickers and the speaker sounds distorted. I selected theft in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000158,2025-08-27,WEB_PORTAL,EN,POL-00029,CUS-0055,DVC-00000029,2025-08-26,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000158,"The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim. I selected mechanical breakdown in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000159,2026-03-20,WEB_PORTAL,EN,POL-00105,CUS-0056,DVC-00000105,2026-03-12,LIQUID_DAMAGE,REPAIR,EBND-000159,"The device was accidentally dropped and now the casing is bent and the camera area is damaged. Please help with a repair request. I selected liquid damage in the form by mistake, so please review the details.",SUBMITTED,2026-06-23
CLM-000162,2026-02-11,MOBILE_APP,EN,,CUS-0071,,2026-02-11,SCREEN_DAMAGE,UNSPECIFIED,EBND-000162,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired. I have more than one covered device and I am not sure which plan is linked to this request.,SUBMITTED,2026-06-23
CLM-000163,2026-06-22,CONTACT_CENTER,EN,,CUS-0068,,2026-06-17,LIQUID_DAMAGE,UNSPECIFIED,EBND-000163,I spilled a drink near the device and it stopped working normally afterward. The screen flickers and the speaker sounds distorted. I have more than one covered device and I am not sure which plan is linked to this request.,SUBMITTED,2026-06-23
CLM-000164,2026-06-22,WEB_PORTAL,EN,,CUS-0018,,2026-06-14,LIQUID_DAMAGE,REPAIR,EBND-000164,The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim. I have more than one covered device and I am not sure which plan is linked to this request.,SUBMITTED,2026-06-23
CLM-000165,2026-04-24,CONTACT_CENTER,EN,,CUS-0068,,2026-04-20,ACCIDENTAL_DAMAGE,REPLACEMENT,EBND-000165,I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working. I have more than one covered device and I am not sure which plan is linked to this request.,SUBMITTED,2026-06-23
CLM-000166,2026-01-16,WEB_PORTAL,EN,,CUS-0088,,2026-01-14,MECHANICAL_BREAKDOWN,REPAIR,EBND-000166,The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue. I have more than one covered device and I am not sure which plan is linked to this request.,SUBMITTED,2026-06-23
CLM-000167,2026-06-02,CONTACT_CENTER,EN,,CUS-0068,,2026-05-31,MECHANICAL_BREAKDOWN,REPAIR,EBND-000167,The phone's power button and charging function stopped working during normal use. I would like a repair assessment. I have more than one covered device and I am not sure which plan is linked to this request.,SUBMITTED,2026-06-23
CLM-000170,2026-05-05,CONTACT_CENTER,EN,POL-00065,CUS-0072,DVC-00000065,2026-04-27,LIQUID_DAMAGE,REPLACEMENT,EBND-000170,The phone got wet during a rain shower. It now powers on intermittently and I would like to submit a claim.,SUBMITTED,2026-06-23
CLM-000171,2026-01-10,CONTACT_CENTER,EN,POL-00100,CUS-0072,DVC-00000100,2026-01-02,SCREEN_DAMAGE,UNSPECIFIED,EBND-000171,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired.,SUBMITTED,2026-06-23
CLM-000172,2025-11-08,MOBILE_APP,EN,POL-00025,CUS-0088,DVC-00000025,2025-11-05,ACCIDENTAL_DAMAGE,UNSPECIFIED,EBND-000172,I knocked my phone off the counter. The back panel is cracked and one of the side buttons is no longer working.,SUBMITTED,2026-06-23
CLM-000173,2026-06-16,WEB_PORTAL,EN,POL-00059,CUS-0050,DVC-00000059,2026-06-10,SCREEN_DAMAGE,REPAIR,EBND-000173,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front.",SUBMITTED,2026-06-23
CLM-000176,2026-01-03,WEB_PORTAL,EN,POL-00066,CUS-0061,DVC-00000066,2025-12-30,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000176,The device was damaged after it was thrown during a disagreement. I am unsure how the claim should be handled.,SUBMITTED,2026-06-23
CLM-000177,2026-04-27,WEB_PORTAL,EN,POL-00113,CUS-0069,DVC-00000113,2026-04-23,SCREEN_DAMAGE,UNSPECIFIED,EBND-000177,The phone was damaged in unusual circumstances and I cannot clearly confirm whether it was accidental.,SUBMITTED,2026-06-23
CLM-000178,2026-04-09,CONTACT_CENTER,EN,POL-00065,CUS-0022,DVC-00000065,2026-04-09,SCREEN_DAMAGE,UNSPECIFIED,EBND-000178,The device was damaged after it was thrown during a disagreement. I am unsure how the claim should be handled.,SUBMITTED,2026-06-23
CLM-000180,2026-04-12,CONTACT_CENTER,EN,POL-00020,CUS-0007,DVC-00000020,2026-04-12,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000180,"My phone has started shutting down unexpectedly and will not hold a charge. There was no drop or liquid exposure. This may be related to a recent request for the same device, so please review the history.",SUBMITTED,2026-06-23
CLM-000181,2025-08-19,CONTACT_CENTER,EN,POL-00029,CUS-0055,DVC-00000029,2025-08-16,SCREEN_DAMAGE,UNSPECIFIED,EBND-000181,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front. This may be related to a recent request for the same device, so please review the history.",SUBMITTED,2026-06-23
CLM-000183,2026-06-22,CONTACT_CENTER,EN,POL-00011,CUS-0032,DVC-00000011,2026-06-22,MECHANICAL_BREAKDOWN,REPAIR,EBND-000183,"The device is no longer charging reliably and the battery drains very quickly. I need it checked for a mechanical issue. The service centre advised that the repair may be unusually expensive, and I have included the estimate.",SUBMITTED,2026-06-23
CLM-000184,2026-04-05,CONTACT_CENTER,EN,POL-00090,CUS-0078,DVC-00000090,2026-04-05,SCREEN_DAMAGE,REPAIR,EBND-000184,"I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired. The service centre advised that the repair may be unusually expensive, and I have included the estimate.",SUBMITTED,2026-06-23
CLM-000186,2026-03-21,MOBILE_APP,EN,POL-00096,CUS-0098,DVC-00000096,2026-03-15,LOSS,REPLACEMENT,EBND-000186,My device was left behind at a public place and is now missing. I need help with a claim.,SUBMITTED,2026-06-23
CLM-000187,2026-02-21,MOBILE_APP,EN,POL-00108,CUS-0044,DVC-00000108,2026-02-15,LOSS,REPLACEMENT,EBND-000187,I misplaced my phone during my commute and have not been able to find it. I would like a replacement.,SUBMITTED,2026-06-23
CLM-000188,2025-09-26,MOBILE_APP,EN,POL-00031,CUS-0020,DVC-00000031,2025-09-19,LOSS,UNSPECIFIED,EBND-000188,I misplaced my phone during my commute and have not been able to find it. I would like a replacement.,SUBMITTED,2026-06-23
CLM-000189,2026-06-14,CONTACT_CENTER,EN,POL-00111,CUS-0035,DVC-00000111,2026-06-12,LOSS,REPLACEMENT,EBND-000189,I misplaced my phone during my commute and have not been able to find it. I would like a replacement.,SUBMITTED,2026-06-23
CLM-000190,2025-09-19,WEB_PORTAL,EN,POL-00029,CUS-0055,DVC-00000029,2025-09-11,THEFT,REPLACEMENT,EBND-000190,My phone was stolen while I was travelling. Please advise how to submit a claim for the covered device.,SUBMITTED,2026-06-23
CLM-000191,2025-10-09,CONTACT_CENTER,EN,POL-00072,CUS-0011,DVC-00000072,2025-10-05,THEFT,REPLACEMENT,EBND-000191,My phone was stolen from my bag while I was out. I would like to report the theft and request the next steps.,SUBMITTED,2026-06-23
CLM-000192,2026-04-28,CONTACT_CENTER,EN,POL-00115,CUS-0068,DVC-00000115,2026-04-27,LOSS,REPLACEMENT,EBND-000192,I misplaced my phone during my commute and have not been able to find it. I would like a replacement.,SUBMITTED,2026-06-23
CLM-000193,2025-12-23,WEB_PORTAL,EN,POL-00017,CUS-0086,DVC-00000017,2025-12-17,LOSS,REPLACEMENT,EBND-000193,My device was left behind at a public place and is now missing. I need help with a claim.,SUBMITTED,2026-06-23
CLM-000196,2025-07-19,MOBILE_APP,EN,POL-00005,CUS-0006,DVC-00000005,2025-07-16,SCREEN_DAMAGE,UNSPECIFIED,EBND-000196,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired.,SUBMITTED,2026-06-23
CLM-000197,2026-03-14,CONTACT_CENTER,EN,POL-00077,CUS-0047,DVC-00000077,2026-03-13,MECHANICAL_BREAKDOWN,REPAIR,EBND-000197,My phone has started shutting down unexpectedly and will not hold a charge. There was no drop or liquid exposure.,SUBMITTED,2026-06-23
CLM-000198,2026-02-15,MOBILE_APP,EN,POL-00018,CUS-0033,DVC-00000018,2026-02-12,SCREEN_DAMAGE,UNSPECIFIED,EBND-000198,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading.",SUBMITTED,2026-06-23
CLM-000199,2025-07-06,WEB_PORTAL,EN,POL-00009,CUS-0010,DVC-00000009,2025-07-03,SCREEN_DAMAGE,REPAIR,EBND-000199,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired.,SUBMITTED,2026-06-23
CLM-000200,2026-03-28,WEB_PORTAL,EN,POL-00057,CUS-0049,DVC-00000057,2026-03-25,SCREEN_DAMAGE,REPAIR,EBND-000200,I dropped the phone while getting out of my car and the screen is badly cracked. I would like help getting it repaired.,SUBMITTED,2026-06-23
CLM-000201,2026-06-22,CONTACT_CENTER,EN,POL-00089,CUS-0026,DVC-00000089,2026-06-16,MECHANICAL_BREAKDOWN,UNSPECIFIED,EBND-000201,The phone's power button and charging function stopped working during normal use. I would like a repair assessment.,SUBMITTED,2026-06-23
CLM-000204,2026-05-20,CONTACT_CENTER,EN,POL-00064,CUS-0021,DVC-00000064,2026-05-13,SCREEN_DAMAGE,REPAIR,EBND-000204,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading.",SUBMITTED,2026-06-23
CLM-000205,2026-06-22,WEB_PORTAL,EN,POL-00120,CUS-0088,DVC-00000120,2026-06-22,SCREEN_DAMAGE,UNSPECIFIED,EBND-000205,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front.",SUBMITTED,2026-06-23
CLM-000206,2025-10-12,MOBILE_APP,EN,POL-00119,CUS-0002,DVC-00000119,2025-10-07,SCREEN_DAMAGE,REPAIR,EBND-000206,"The phone fell from a table and the front glass is damaged. Touch still works in some areas, but the cracks are spreading.",SUBMITTED,2026-06-23
CLM-000207,2026-06-19,WEB_PORTAL,EN,POL-00107,CUS-0049,DVC-00000107,2026-06-13,SCREEN_DAMAGE,REPAIR,EBND-000207,"My phone slipped from my hand and the screen cracked. The display is still on, but there are visible cracks across the front.",SUBMITTED,2026-06-23
CLM-000208,2026-06-20,WEB_PORTAL,EN,POL-00048,CUS-0024,DVC-00000048,2026-06-20,LIQUID_DAMAGE,REPLACEMENT,EBND-000208,I spilled a drink near the device and it stopped working normally afterward. The screen flickers and the speaker sounds distorted.,SUBMITTED,2026-06-23
CLM-000210,2025-10-07,CONTACT_CENTER,EN,POL-00105,CUS-0056,DVC-00000105,2025-10-07,THEFT,REPLACEMENT,EBND-000210,My phone was stolen from my bag while I was out. I would like to report the theft and request the next steps.,SUBMITTED,2026-06-23
CLM-000211,2026-02-03,WEB_PORTAL,EN,POL-00105,CUS-0056,DVC-00000105,2026-02-03,THEFT,REPLACEMENT,EBND-000211,My phone was stolen while I was travelling. Please advise how to submit a claim for the covered device.,SUBMITTED,2026-06-23
CLM-000213,2025-10-14,MOBILE_APP,EN,POL-00031,CUS-0020,DVC-00000031,2025-10-09,LOSS,REPLACEMENT,EBND-000213,My device was left behind at a public place and is now missing. I need help with a claim.,SUBMITTED,2026-06-23
CLM-000214,2026-02-21,CONTACT_CENTER,EN,POL-00066,CUS-0061,DVC-00000066,2026-02-21,LOSS,REPLACEMENT,EBND-000214,My device was left behind at a public place and is now missing. I need help with a claim.,SUBMITTED,2026-06-23
CLM-000215,2026-04-22,MOBILE_APP,EN,POL-00080,CUS-0063,DVC-00000080,2026-04-18,LOSS,REPLACEMENT,EBND-000215,My device was left behind at a public place and is now missing. I need help with a claim.,SUBMITTED,2026-06-23
CLM-000216,2026-05-31,MOBILE_APP,EN,POL-00082,CUS-0077,DVC-00000082,2026-05-26,LOSS,REPLACEMENT,EBND-000216,My device was left behind at a public place and is now missing. I need help with a claim.,SUBMITTED,2026-06-23
CLM-000218,2026-03-04,WEB_PORTAL,EN,POL-00058,CUS-0071,DVC-00000058,2026-03-02,SCREEN_DAMAGE,UNSPECIFIED,EBND-000218,I intentionally damaged the device during an argument and now need it repaired.,SUBMITTED,2026-06-23
