label_id,claim_id,dataset_partition,gold_disposition,gold_primary_rule_id,gold_acceptable_primary_rule_ids,gold_applicable_decision_rule_ids,gold_follow_up_question_ids,gold_manual_review_reason,gold_evidence_assessment,gold_next_agent_action,gold_requires_manual_analyst_review,gold_reason_summary,label_status,label_version,label_snapshot_date
GTL-000001,CLM-000001,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000002,CLM-000002,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000003,CLM-000003,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000004,CLM-000004,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000005,CLM-000005,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000006,CLM-000006,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000007,CLM-000007,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000008,CLM-000008,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000009,CLM-000009,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000010,CLM-000010,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000011,CLM-000011,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000012,CLM-000012,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000013,CLM-000013,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000014,CLM-000014,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000015,CLM-000015,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000016,CLM-000016,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000017,CLM-000017,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000018,CLM-000018,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000019,CLM-000019,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000020,CLM-000020,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000021,CLM-000021,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000022,CLM-000022,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000023,CLM-000023,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000024,CLM-000024,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000025,CLM-000025,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000026,CLM-000026,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000027,CLM-000027,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000028,CLM-000028,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000029,CLM-000029,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000030,CLM-000030,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000031,CLM-000031,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000032,CLM-000032,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000033,CLM-000033,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000034,CLM-000034,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000035,CLM-000035,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000036,CLM-000036,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000037,CLM-000037,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000038,CLM-000038,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000039,CLM-000039,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000040,CLM-000040,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000041,CLM-000041,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000042,CLM-000042,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000043,CLM-000043,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000044,CLM-000044,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000045,CLM-000045,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000046,CLM-000046,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000047,CLM-000047,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000048,CLM-000048,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000049,CLM-000049,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000050,CLM-000050,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000051,CLM-000051,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000052,CLM-000052,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000053,CLM-000053,DEVELOPMENT,PROCEED,OUT-001,OUT-001,OUT-001,,,SUFFICIENT,ROUTE_STANDARD_PROCESSING,False,"Policy, coverage, device, date, claim-limit, evidence, and risk checks are satisfied for standard processing.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000054,CLM-000071,DEVELOPMENT,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000055,CLM-000072,DEVELOPMENT,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000056,CLM-000073,DEVELOPMENT,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000057,CLM-000074,DEVELOPMENT,INFO_REQUIRED,ELG-001,ELG-001,ELG-001,FUP-002,,ELIGIBILITY_FACT_MISSING,REQUEST_TARGETED_INFORMATION,False,"The incident date is not available from the intake or supporting evidence, so policy eligibility cannot be evaluated.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
