label_id,claim_id,dataset_partition,gold_disposition,gold_primary_rule_id,gold_acceptable_primary_rule_ids,gold_applicable_decision_rule_ids,gold_follow_up_question_ids,gold_manual_review_reason,gold_evidence_assessment,gold_next_agent_action,gold_requires_manual_analyst_review,gold_reason_summary,label_status,label_version,label_snapshot_date
GTL-000111,CLM-000146,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000112,CLM-000147,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000113,CLM-000148,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000114,CLM-000149,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000115,CLM-000150,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000116,CLM-000151,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATE_ANOMALY,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,Material incident-date information conflicts across submitted sources and requires analyst review.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000117,CLM-000154,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000118,CLM-000155,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000119,CLM-000156,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000120,CLM-000157,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000121,CLM-000158,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000122,CLM-000159,DEVELOPMENT,MANUAL_REVIEW,EVD-002,EVD-002,EVD-002,,DATA_CONFLICT,CONTRADICTORY_EVIDENCE,ROUTE_TO_MANUAL_REVIEW,True,"The selected claim category conflicts with the narrative and/or supporting evidence, so the system must not infer the correct category.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000123,CLM-000162,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000124,CLM-000163,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000125,CLM-000164,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000126,CLM-000165,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000127,CLM-000166,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000128,CLM-000167,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Customer-only lookup returns more than one policy record; the system must not select a policy by guesswork.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000129,CLM-000170,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Submitted customer and policy identifiers conflict with authoritative policy records and require analyst resolution.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000130,CLM-000171,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Submitted customer and policy identifiers conflict with authoritative policy records and require analyst resolution.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000131,CLM-000172,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Submitted customer and policy identifiers conflict with authoritative policy records and require analyst resolution.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000132,CLM-000173,DEVELOPMENT,MANUAL_REVIEW,DATA-002,DATA-002,DATA-002,,DATA_CONFLICT,NOT_DECISIVE_LOOKUP_CONFLICT,ROUTE_TO_MANUAL_REVIEW,True,Submitted customer and policy identifiers conflict with authoritative policy records and require analyst resolution.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000133,CLM-000176,DEVELOPMENT,MANUAL_REVIEW,EXC-002,EXC-002,EXC-002,,POLICY_EXCEPTION,EXCLUSION_UNRESOLVED,ROUTE_TO_MANUAL_REVIEW,True,The facts suggest a possible exclusion but do not establish it conclusively; qualified human judgement is required.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000134,CLM-000177,DEVELOPMENT,MANUAL_REVIEW,EXC-002,EXC-002,EXC-002,,POLICY_EXCEPTION,EXCLUSION_UNRESOLVED,ROUTE_TO_MANUAL_REVIEW,True,The facts suggest a possible exclusion but do not establish it conclusively; qualified human judgement is required.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000135,CLM-000178,DEVELOPMENT,MANUAL_REVIEW,EXC-002,EXC-002,EXC-002,,POLICY_EXCEPTION,EXCLUSION_UNRESOLVED,ROUTE_TO_MANUAL_REVIEW,True,The facts suggest a possible exclusion but do not establish it conclusively; qualified human judgement is required.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000136,CLM-000180,DEVELOPMENT,MANUAL_REVIEW,ANM-001,ANM-001,ANM-001,,POTENTIAL_DUPLICATE,SUFFICIENT_WITH_RELATED_CLAIM_PATTERN,ROUTE_TO_MANUAL_REVIEW,True,A recent related claim pattern requires analyst review; the signal must not be interpreted as a fraud conclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000137,CLM-000181,DEVELOPMENT,MANUAL_REVIEW,ANM-001,ANM-001,ANM-001,,POTENTIAL_DUPLICATE,SUFFICIENT_WITH_RELATED_CLAIM_PATTERN,ROUTE_TO_MANUAL_REVIEW,True,A recent related claim pattern requires analyst review; the signal must not be interpreted as a fraud conclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000138,CLM-000183,DEVELOPMENT,MANUAL_REVIEW,ANM-001,ANM-001,ANM-001,,HIGH_COST_EXCEPTION,SUFFICIENT_WITH_HIGH_COST_EXCEPTION,ROUTE_TO_MANUAL_REVIEW,True,"The repair estimate exceeds the configured device-value review threshold; this is a routing signal, not a denial reason.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000139,CLM-000184,DEVELOPMENT,MANUAL_REVIEW,ANM-001,ANM-001,ANM-001,,HIGH_COST_EXCEPTION,SUFFICIENT_WITH_HIGH_COST_EXCEPTION,ROUTE_TO_MANUAL_REVIEW,True,"The repair estimate exceeds the configured device-value review threshold; this is a routing signal, not a denial reason.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000140,CLM-000186,DEVELOPMENT,NOT_ELIGIBLE,COV-001,EXC-001|COV-001|LIM-001,EXC-001|COV-001|LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000141,CLM-000187,DEVELOPMENT,NOT_ELIGIBLE,COV-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000142,CLM-000188,DEVELOPMENT,NOT_ELIGIBLE,COV-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000143,CLM-000189,DEVELOPMENT,NOT_ELIGIBLE,COV-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000144,CLM-000190,DEVELOPMENT,NOT_ELIGIBLE,COV-001,COV-001|LIM-002,COV-001|LIM-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000145,CLM-000191,DEVELOPMENT,NOT_ELIGIBLE,COV-001,COV-001|LIM-002,COV-001|LIM-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000146,CLM-000192,DEVELOPMENT,NOT_ELIGIBLE,COV-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000147,CLM-000193,DEVELOPMENT,NOT_ELIGIBLE,COV-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The identified claim category is not covered under the enrolled plan or is a product-wide exclusion.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000148,CLM-000196,DEVELOPMENT,NOT_ELIGIBLE,ELG-002,ELG-002,ELG-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000149,CLM-000197,DEVELOPMENT,NOT_ELIGIBLE,ELG-002,ELG-002,ELG-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000150,CLM-000198,DEVELOPMENT,NOT_ELIGIBLE,ELG-002,ELG-002,ELG-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000151,CLM-000199,DEVELOPMENT,NOT_ELIGIBLE,ELG-002,ELG-002|LIM-001,ELG-002|LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000152,CLM-000200,DEVELOPMENT,NOT_ELIGIBLE,ELG-002,ELG-002,ELG-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000153,CLM-000201,DEVELOPMENT,NOT_ELIGIBLE,ELG-002,ELG-002,ELG-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The reported incident falls outside the policy coverage period or within a termination/suspension interval.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000154,CLM-000204,DEVELOPMENT,NOT_ELIGIBLE,LIM-001,LIM-001,LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum number of allowed claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000155,CLM-000205,DEVELOPMENT,NOT_ELIGIBLE,LIM-001,LIM-001,LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum number of allowed claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000156,CLM-000206,DEVELOPMENT,NOT_ELIGIBLE,LIM-001,LIM-001,LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum number of allowed claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000157,CLM-000207,DEVELOPMENT,NOT_ELIGIBLE,LIM-001,LIM-001,LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum number of allowed claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000158,CLM-000208,DEVELOPMENT,NOT_ELIGIBLE,LIM-001,LIM-001,LIM-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum number of allowed claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000159,CLM-000210,DEVELOPMENT,NOT_ELIGIBLE,LIM-002,LIM-002,LIM-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum permitted theft claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000160,CLM-000211,DEVELOPMENT,NOT_ELIGIBLE,LIM-002,LIM-002,LIM-002,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,The policy has already consumed the maximum permitted theft claims before this incident date.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000161,CLM-000213,DEVELOPMENT,NOT_ELIGIBLE,EXC-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,Loss is a verified product-wide exclusion for all DeviceProtect plans.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000162,CLM-000214,DEVELOPMENT,NOT_ELIGIBLE,EXC-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,Loss is a verified product-wide exclusion for all DeviceProtect plans.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000163,CLM-000215,DEVELOPMENT,NOT_ELIGIBLE,EXC-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,Loss is a verified product-wide exclusion for all DeviceProtect plans.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000164,CLM-000216,DEVELOPMENT,NOT_ELIGIBLE,EXC-001,EXC-001|COV-001,EXC-001|COV-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,Loss is a verified product-wide exclusion for all DeviceProtect plans.,FINAL_INTERNAL_ORACLE,1.0,2026-06-23
GTL-000165,CLM-000218,DEVELOPMENT,NOT_ELIGIBLE,EXC-001,EXC-001,EXC-001,,,NOT_DECISIVE_HARD_FAILURE,ROUTE_TO_DECLINE_CONFIRMATION,False,"The claim narrative explicitly establishes intentional damage, which is a verified policy exclusion.",FINAL_INTERNAL_ORACLE,1.0,2026-06-23
